filename,semantic_label,partition,numeric_label,task
09299.png,st_stephen_cathedral_vienna,test,4,source
00170_aug_0.png,colosseum,train,0,source
09460.png,colosseum,test,0,source
03226_aug_0.png,berlin_cathedral,train,5,source
06949_aug_0.png,st_stephen_cathedral_vienna,train,4,source
03550_aug_0.png,colosseum,train,0,source
09549.png,st_stephen_cathedral_vienna,test,4,source
09753.png,museu_nacional_dart_de_catalunya,test,3,source
07058.png,gaudi_casa_batllo_barcelona,val,7,source
02833_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
01457_aug_0.png,hagia_sophia,train,6,source
02379_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08877.png,hagia_sophia,test,6,source
08676.png,berlin_cathedral,test,5,source
08587.png,hagia_sophia,test,6,source
06310_aug_0.png,colosseum,train,0,source
09593.png,museu_nacional_dart_de_catalunya,test,3,source
03679_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08638.png,gaudi_casa_batllo_barcelona,test,7,source
03898_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02230_aug_0.png,colosseum,train,0,source
08356.png,berlin_cathedral,val,5,source
04297_aug_0.png,hagia_sophia,train,6,source
00853_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00188_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04659_aug_0.png,st_stephen_cathedral_vienna,train,4,source
05619_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09141.png,petronas_towers,test,1,source
06668_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
05996_aug_0.png,berlin_cathedral,train,5,source
09942.png,rialto_bridge,test,2,source
05970_aug_0.png,colosseum,train,0,source
09501.png,petronas_towers,test,1,source
01000_aug_0.png,colosseum,train,0,source
01381_aug_0.png,petronas_towers,train,1,source
05979_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04109_aug_0.png,st_stephen_cathedral_vienna,train,4,source
03698_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07188.png,gaudi_casa_batllo_barcelona,val,7,source
09923.png,museu_nacional_dart_de_catalunya,test,3,source
05437_aug_0.png,hagia_sophia,train,6,source
01821_aug_0.png,petronas_towers,train,1,source
03648_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04846_aug_0.png,berlin_cathedral,train,5,source
03387_aug_0.png,hagia_sophia,train,6,source
05019_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09519.png,st_stephen_cathedral_vienna,test,4,source
04730_aug_0.png,colosseum,train,0,source
08631.png,petronas_towers,test,1,source
08629.png,st_stephen_cathedral_vienna,test,4,source
03217_aug_0.png,hagia_sophia,train,6,source
09680.png,colosseum,test,0,source
09403.png,museu_nacional_dart_de_catalunya,test,3,source
00337_aug_0.png,hagia_sophia,train,6,source
00200_aug_0.png,colosseum,train,0,source
07271.png,petronas_towers,val,1,source
05987_aug_0.png,hagia_sophia,train,6,source
09508.png,gaudi_casa_batllo_barcelona,test,7,source
00868_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
06381_aug_0.png,petronas_towers,train,1,source
04736_aug_0.png,berlin_cathedral,train,5,source
07768.png,gaudi_casa_batllo_barcelona,val,7,source
07016.png,berlin_cathedral,val,5,source
09239.png,st_stephen_cathedral_vienna,test,4,source
07493.png,museu_nacional_dart_de_catalunya,val,3,source
07576.png,berlin_cathedral,val,5,source
02052_aug_0.png,rialto_bridge,train,2,source
08876.png,berlin_cathedral,test,5,source
04418_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
03110_aug_0.png,colosseum,train,0,source
08801.png,petronas_towers,test,1,source
07263.png,museu_nacional_dart_de_catalunya,val,3,source
00433_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07330.png,colosseum,val,0,source
05747_aug_0.png,hagia_sophia,train,6,source
01830_aug_0.png,colosseum,train,0,source
01037_aug_0.png,hagia_sophia,train,6,source
09837.png,hagia_sophia,test,6,source
07109.png,st_stephen_cathedral_vienna,val,4,source
05242_aug_0.png,rialto_bridge,train,2,source
09482.png,rialto_bridge,test,2,source
03949_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08867.png,hagia_sophia,test,6,source
01306_aug_0.png,berlin_cathedral,train,5,source
00156_aug_0.png,berlin_cathedral,train,5,source
07483.png,museu_nacional_dart_de_catalunya,val,3,source
01030_aug_0.png,colosseum,train,0,source
04143_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07130.png,colosseum,val,0,source
08058.png,gaudi_casa_batllo_barcelona,val,7,source
07149.png,st_stephen_cathedral_vienna,val,4,source
06836_aug_0.png,berlin_cathedral,train,5,source
07412.png,rialto_bridge,val,2,source
08870.png,colosseum,test,0,source
09579.png,st_stephen_cathedral_vienna,test,4,source
07771.png,petronas_towers,val,1,source
07926.png,berlin_cathedral,val,5,source
06586_aug_0.png,berlin_cathedral,train,5,source
02623_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00890_aug_0.png,colosseum,train,0,source
07589.png,st_stephen_cathedral_vienna,val,4,source
07659.png,st_stephen_cathedral_vienna,val,4,source
08960.png,colosseum,test,0,source
08748.png,gaudi_casa_batllo_barcelona,test,7,source
07610.png,colosseum,val,0,source
04819_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00311_aug_0.png,petronas_towers,train,1,source
09749.png,st_stephen_cathedral_vienna,test,4,source
07179.png,st_stephen_cathedral_vienna,val,4,source
01357_aug_0.png,hagia_sophia,train,6,source
08839.png,st_stephen_cathedral_vienna,test,4,source
01191_aug_0.png,petronas_towers,train,1,source
00542_aug_0.png,rialto_bridge,train,2,source
02299_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07112.png,rialto_bridge,val,2,source
06852_aug_0.png,rialto_bridge,train,2,source
09473.png,museu_nacional_dart_de_catalunya,test,3,source
07203.png,museu_nacional_dart_de_catalunya,val,3,source
09559.png,st_stephen_cathedral_vienna,test,4,source
03392_aug_0.png,rialto_bridge,train,2,source
09497.png,hagia_sophia,test,6,source
04112_aug_0.png,rialto_bridge,train,2,source
09077.png,hagia_sophia,test,6,source
07830.png,colosseum,val,0,source
06309_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08733.png,museu_nacional_dart_de_catalunya,test,3,source
09916.png,berlin_cathedral,test,5,source
07709.png,st_stephen_cathedral_vienna,val,4,source
07853.png,museu_nacional_dart_de_catalunya,val,3,source
07587.png,hagia_sophia,val,6,source
07679.png,st_stephen_cathedral_vienna,val,4,source
03877_aug_0.png,hagia_sophia,train,6,source
02109_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08966.png,berlin_cathedral,test,5,source
07631.png,petronas_towers,val,1,source
09747.png,hagia_sophia,test,6,source
06293_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07531.png,petronas_towers,val,1,source
01290_aug_0.png,colosseum,train,0,source
09630.png,colosseum,test,0,source
06933_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08250.png,colosseum,val,0,source
03036_aug_0.png,berlin_cathedral,train,5,source
01616_aug_0.png,berlin_cathedral,train,5,source
08477.png,hagia_sophia,val,6,source
01993_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07883.png,museu_nacional_dart_de_catalunya,val,3,source
00879_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08903.png,museu_nacional_dart_de_catalunya,test,3,source
08572.png,rialto_bridge,test,2,source
08173.png,museu_nacional_dart_de_catalunya,val,3,source
05028_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08812.png,rialto_bridge,test,2,source
06339_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08956.png,berlin_cathedral,test,5,source
02340_aug_0.png,colosseum,train,0,source
07867.png,hagia_sophia,val,6,source
06188_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02643_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05659_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01102_aug_0.png,rialto_bridge,train,2,source
09107.png,hagia_sophia,test,6,source
07799.png,st_stephen_cathedral_vienna,val,4,source
06307_aug_0.png,hagia_sophia,train,6,source
09761.png,petronas_towers,test,1,source
03088_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07138.png,gaudi_casa_batllo_barcelona,val,7,source
06022_aug_0.png,rialto_bridge,train,2,source
07272.png,rialto_bridge,val,2,source
09342.png,rialto_bridge,test,2,source
07639.png,st_stephen_cathedral_vienna,val,4,source
05700_aug_0.png,colosseum,train,0,source
00431_aug_0.png,petronas_towers,train,1,source
06132_aug_0.png,rialto_bridge,train,2,source
02083_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07329.png,st_stephen_cathedral_vienna,val,4,source
06810_aug_0.png,colosseum,train,0,source
07061.png,petronas_towers,val,1,source
07533.png,museu_nacional_dart_de_catalunya,val,3,source
02593_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07591.png,petronas_towers,val,1,source
08579.png,st_stephen_cathedral_vienna,test,4,source
02208_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07929.png,st_stephen_cathedral_vienna,val,4,source
09683.png,museu_nacional_dart_de_catalunya,test,3,source
09997.png,hagia_sophia,test,6,source
09210.png,colosseum,test,0,source
03988_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
06907_aug_0.png,hagia_sophia,train,6,source
07703.png,museu_nacional_dart_de_catalunya,val,3,source
00786_aug_0.png,berlin_cathedral,train,5,source
06989_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09076.png,berlin_cathedral,test,5,source
07922.png,rialto_bridge,val,2,source
07761.png,petronas_towers,val,1,source
08923.png,museu_nacional_dart_de_catalunya,test,3,source
07670.png,colosseum,val,0,source
07719.png,st_stephen_cathedral_vienna,val,4,source
05442_aug_0.png,rialto_bridge,train,2,source
04530_aug_0.png,colosseum,train,0,source
05357_aug_0.png,hagia_sophia,train,6,source
07440.png,colosseum,val,0,source
03062_aug_0.png,rialto_bridge,train,2,source
08072.png,rialto_bridge,val,2,source
01136_aug_0.png,berlin_cathedral,train,5,source
05628_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09751.png,petronas_towers,test,1,source
08317.png,hagia_sophia,val,6,source
02530_aug_0.png,colosseum,train,0,source
09706.png,berlin_cathedral,test,5,source
07047.png,hagia_sophia,val,6,source
08891.png,petronas_towers,test,1,source
04153_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09907.png,hagia_sophia,test,6,source
09296.png,berlin_cathedral,test,5,source
08959.png,st_stephen_cathedral_vienna,test,4,source
03919_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00523_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00376_aug_0.png,berlin_cathedral,train,5,source
09101.png,petronas_towers,test,1,source
08981.png,petronas_towers,test,1,source
08191.png,petronas_towers,val,1,source
07452.png,rialto_bridge,val,2,source
02081_aug_0.png,petronas_towers,train,1,source
05449_aug_0.png,st_stephen_cathedral_vienna,train,4,source
05601_aug_0.png,petronas_towers,train,1,source
07806.png,berlin_cathedral,val,5,source
07250.png,colosseum,val,0,source
00270_aug_0.png,colosseum,train,0,source
07197.png,hagia_sophia,val,6,source
01371_aug_0.png,petronas_towers,train,1,source
07560.png,colosseum,val,0,source
09966.png,berlin_cathedral,test,5,source
02259_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08816.png,berlin_cathedral,test,5,source
07407.png,hagia_sophia,val,6,source
05626_aug_0.png,berlin_cathedral,train,5,source
07728.png,gaudi_casa_batllo_barcelona,val,7,source
00347_aug_0.png,hagia_sophia,train,6,source
03000_aug_0.png,colosseum,train,0,source
07209.png,st_stephen_cathedral_vienna,val,4,source
07712.png,rialto_bridge,val,2,source
00843_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
04780_aug_0.png,colosseum,train,0,source
03043_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08460.png,colosseum,val,0,source
08162.png,rialto_bridge,val,2,source
01036_aug_0.png,berlin_cathedral,train,5,source
05833_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
01663_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00722_aug_0.png,rialto_bridge,train,2,source
09882.png,rialto_bridge,test,2,source
09392.png,rialto_bridge,test,2,source
04793_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
02461_aug_0.png,petronas_towers,train,1,source
09476.png,berlin_cathedral,test,5,source
09169.png,st_stephen_cathedral_vienna,test,4,source
08911.png,petronas_towers,test,1,source
04210_aug_0.png,colosseum,train,0,source
07498.png,gaudi_casa_batllo_barcelona,val,7,source
09897.png,hagia_sophia,test,6,source
09959.png,st_stephen_cathedral_vienna,test,4,source
04722_aug_0.png,rialto_bridge,train,2,source
07413.png,museu_nacional_dart_de_catalunya,val,3,source
07548.png,gaudi_casa_batllo_barcelona,val,7,source
09617.png,hagia_sophia,test,6,source
03432_aug_0.png,rialto_bridge,train,2,source
01429_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09647.png,hagia_sophia,test,6,source
09816.png,berlin_cathedral,test,5,source
09989.png,st_stephen_cathedral_vienna,test,4,source
08998.png,gaudi_casa_batllo_barcelona,test,7,source
01669_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01040_aug_0.png,colosseum,train,0,source
02860_aug_0.png,colosseum,train,0,source
07267.png,hagia_sophia,val,6,source
07276.png,berlin_cathedral,val,5,source
07491.png,petronas_towers,val,1,source
08049.png,st_stephen_cathedral_vienna,val,4,source
07277.png,hagia_sophia,val,6,source
07090.png,colosseum,val,0,source
00138_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
00592_aug_0.png,rialto_bridge,train,2,source
05423_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08022.png,rialto_bridge,val,2,source
07357.png,hagia_sophia,val,6,source
00172_aug_0.png,rialto_bridge,train,2,source
09391.png,petronas_towers,test,1,source
05407_aug_0.png,hagia_sophia,train,6,source
04471_aug_0.png,petronas_towers,train,1,source
01043_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08857.png,hagia_sophia,test,6,source
07270.png,colosseum,val,0,source
07681.png,petronas_towers,val,1,source
05986_aug_0.png,berlin_cathedral,train,5,source
07753.png,museu_nacional_dart_de_catalunya,val,3,source
09151.png,petronas_towers,test,1,source
01526_aug_0.png,berlin_cathedral,train,5,source
03349_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00312_aug_0.png,rialto_bridge,train,2,source
08737.png,hagia_sophia,test,6,source
06287_aug_0.png,hagia_sophia,train,6,source
06972_aug_0.png,rialto_bridge,train,2,source
00109_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00392_aug_0.png,rialto_bridge,train,2,source
08223.png,museu_nacional_dart_de_catalunya,val,3,source
04889_aug_0.png,st_stephen_cathedral_vienna,train,4,source
05203_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00561_aug_0.png,petronas_towers,train,1,source
04201_aug_0.png,petronas_towers,train,1,source
07528.png,gaudi_casa_batllo_barcelona,val,7,source
07621.png,petronas_towers,val,1,source
08892.png,rialto_bridge,test,2,source
03362_aug_0.png,rialto_bridge,train,2,source
07509.png,st_stephen_cathedral_vienna,val,4,source
07497.png,hagia_sophia,val,6,source
08088.png,gaudi_casa_batllo_barcelona,val,7,source
04686_aug_0.png,berlin_cathedral,train,5,source
01782_aug_0.png,rialto_bridge,train,2,source
08743.png,museu_nacional_dart_de_catalunya,test,3,source
07539.png,st_stephen_cathedral_vienna,val,4,source
08788.png,gaudi_casa_batllo_barcelona,test,7,source
04837_aug_0.png,hagia_sophia,train,6,source
08386.png,berlin_cathedral,val,5,source
06537_aug_0.png,hagia_sophia,train,6,source
05802_aug_0.png,rialto_bridge,train,2,source
09639.png,st_stephen_cathedral_vienna,test,4,source
07020.png,colosseum,val,0,source
04068_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08333.png,museu_nacional_dart_de_catalunya,val,3,source
04503_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05926_aug_0.png,berlin_cathedral,train,5,source
02152_aug_0.png,rialto_bridge,train,2,source
04337_aug_0.png,hagia_sophia,train,6,source
05853_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05493_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
01438_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07593.png,museu_nacional_dart_de_catalunya,val,3,source
08143.png,museu_nacional_dart_de_catalunya,val,3,source
09906.png,berlin_cathedral,test,5,source
06629_aug_0.png,st_stephen_cathedral_vienna,train,4,source
06621_aug_0.png,petronas_towers,train,1,source
09029.png,st_stephen_cathedral_vienna,test,4,source
09779.png,st_stephen_cathedral_vienna,test,4,source
05187_aug_0.png,hagia_sophia,train,6,source
07758.png,gaudi_casa_batllo_barcelona,val,7,source
09856.png,berlin_cathedral,test,5,source
09303.png,museu_nacional_dart_de_catalunya,test,3,source
09216.png,berlin_cathedral,test,5,source
08199.png,st_stephen_cathedral_vienna,val,4,source
05539_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09231.png,petronas_towers,test,1,source
08130.png,colosseum,val,0,source
08842.png,rialto_bridge,test,2,source
04877_aug_0.png,hagia_sophia,train,6,source
03451_aug_0.png,petronas_towers,train,1,source
06792_aug_0.png,rialto_bridge,train,2,source
08567.png,hagia_sophia,test,6,source
09573.png,museu_nacional_dart_de_catalunya,test,3,source
07917.png,hagia_sophia,val,6,source
05943_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
01689_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07333.png,museu_nacional_dart_de_catalunya,val,3,source
08747.png,hagia_sophia,test,6,source
07151.png,petronas_towers,val,1,source
08561.png,petronas_towers,test,1,source
04728_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08521.png,petronas_towers,test,1,source
07172.png,rialto_bridge,val,2,source
02650_aug_0.png,colosseum,train,0,source
05431_aug_0.png,petronas_towers,train,1,source
02142_aug_0.png,rialto_bridge,train,2,source
09561.png,petronas_towers,test,1,source
03350_aug_0.png,colosseum,train,0,source
08318.png,gaudi_casa_batllo_barcelona,val,7,source
07619.png,st_stephen_cathedral_vienna,val,4,source
04482_aug_0.png,rialto_bridge,train,2,source
09701.png,petronas_towers,test,1,source
07293.png,museu_nacional_dart_de_catalunya,val,3,source
06182_aug_0.png,rialto_bridge,train,2,source
04763_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09567.png,hagia_sophia,test,6,source
05083_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07420.png,colosseum,val,0,source
08258.png,gaudi_casa_batllo_barcelona,val,7,source
09920.png,colosseum,test,0,source
01521_aug_0.png,petronas_towers,train,1,source
07101.png,petronas_towers,val,1,source
00810_aug_0.png,colosseum,train,0,source
04056_aug_0.png,berlin_cathedral,train,5,source
09412.png,rialto_bridge,test,2,source
09586.png,berlin_cathedral,test,5,source
01816_aug_0.png,berlin_cathedral,train,5,source
07226.png,berlin_cathedral,val,5,source
08592.png,rialto_bridge,test,2,source
07490.png,colosseum,val,0,source
08571.png,petronas_towers,test,1,source
01632_aug_0.png,rialto_bridge,train,2,source
04066_aug_0.png,berlin_cathedral,train,5,source
05146_aug_0.png,berlin_cathedral,train,5,source
04767_aug_0.png,hagia_sophia,train,6,source
01299_aug_0.png,st_stephen_cathedral_vienna,train,4,source
03906_aug_0.png,berlin_cathedral,train,5,source
04909_aug_0.png,st_stephen_cathedral_vienna,train,4,source
06102_aug_0.png,rialto_bridge,train,2,source
02692_aug_0.png,rialto_bridge,train,2,source
06129_aug_0.png,st_stephen_cathedral_vienna,train,4,source
06456_aug_0.png,berlin_cathedral,train,5,source
08288.png,gaudi_casa_batllo_barcelona,val,7,source
01620_aug_0.png,colosseum,train,0,source
00987_aug_0.png,hagia_sophia,train,6,source
07366.png,berlin_cathedral,val,5,source
07803.png,museu_nacional_dart_de_catalunya,val,3,source
01538_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04578_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02041_aug_0.png,petronas_towers,train,1,source
08349.png,st_stephen_cathedral_vienna,val,4,source
09891.png,petronas_towers,test,1,source
09636.png,berlin_cathedral,test,5,source
07651.png,petronas_towers,val,1,source
03820_aug_0.png,colosseum,train,0,source
03990_aug_0.png,colosseum,train,0,source
08791.png,petronas_towers,test,1,source
03747_aug_0.png,hagia_sophia,train,6,source
08761.png,petronas_towers,test,1,source
02420_aug_0.png,colosseum,train,0,source
08210.png,colosseum,val,0,source
07541.png,petronas_towers,val,1,source
05648_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02720_aug_0.png,colosseum,train,0,source
05490_aug_0.png,colosseum,train,0,source
09791.png,petronas_towers,test,1,source
09590.png,colosseum,test,0,source
07931.png,petronas_towers,val,1,source
04597_aug_0.png,hagia_sophia,train,6,source
04460_aug_0.png,colosseum,train,0,source
01693_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
04886_aug_0.png,berlin_cathedral,train,5,source
02716_aug_0.png,berlin_cathedral,train,5,source
05783_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07470.png,colosseum,val,0,source
06292_aug_0.png,rialto_bridge,train,2,source
00158_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
06162_aug_0.png,rialto_bridge,train,2,source
09649.png,st_stephen_cathedral_vienna,test,4,source
04401_aug_0.png,petronas_towers,train,1,source
08968.png,gaudi_casa_batllo_barcelona,test,7,source
09560.png,colosseum,test,0,source
07566.png,berlin_cathedral,val,5,source
07628.png,gaudi_casa_batllo_barcelona,val,7,source
08200.png,colosseum,val,0,source
07050.png,colosseum,val,0,source
05940_aug_0.png,colosseum,train,0,source
07653.png,museu_nacional_dart_de_catalunya,val,3,source
08347.png,hagia_sophia,val,6,source
03709_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08588.png,gaudi_casa_batllo_barcelona,test,7,source
08917.png,hagia_sophia,test,6,source
05393_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07121.png,petronas_towers,val,1,source
07682.png,rialto_bridge,val,2,source
07133.png,museu_nacional_dart_de_catalunya,val,3,source
08859.png,st_stephen_cathedral_vienna,test,4,source
07606.png,berlin_cathedral,val,5,source
00803_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03711_aug_0.png,petronas_towers,train,1,source
02519_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09801.png,petronas_towers,test,1,source
08309.png,st_stephen_cathedral_vienna,val,4,source
00690_aug_0.png,colosseum,train,0,source
07858.png,gaudi_casa_batllo_barcelona,val,7,source
08369.png,st_stephen_cathedral_vienna,val,4,source
07913.png,museu_nacional_dart_de_catalunya,val,3,source
09503.png,museu_nacional_dart_de_catalunya,test,3,source
07487.png,hagia_sophia,val,6,source
09129.png,st_stephen_cathedral_vienna,test,4,source
09389.png,st_stephen_cathedral_vienna,test,4,source
02282_aug_0.png,rialto_bridge,train,2,source
07789.png,st_stephen_cathedral_vienna,val,4,source
07011.png,petronas_towers,val,1,source
03570_aug_0.png,colosseum,train,0,source
09463.png,museu_nacional_dart_de_catalunya,test,3,source
01833_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08201.png,petronas_towers,val,1,source
03138_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08633.png,museu_nacional_dart_de_catalunya,test,3,source
03847_aug_0.png,hagia_sophia,train,6,source
02492_aug_0.png,rialto_bridge,train,2,source
01796_aug_0.png,berlin_cathedral,train,5,source
07370.png,colosseum,val,0,source
06416_aug_0.png,berlin_cathedral,train,5,source
09730.png,colosseum,test,0,source
08353.png,museu_nacional_dart_de_catalunya,val,3,source
07207.png,hagia_sophia,val,6,source
09440.png,colosseum,test,0,source
05917_aug_0.png,hagia_sophia,train,6,source
01918_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
03101_aug_0.png,petronas_towers,train,1,source
04552_aug_0.png,rialto_bridge,train,2,source
09416.png,berlin_cathedral,test,5,source
08099.png,st_stephen_cathedral_vienna,val,4,source
09059.png,st_stephen_cathedral_vienna,test,4,source
08433.png,museu_nacional_dart_de_catalunya,val,3,source
07052.png,rialto_bridge,val,2,source
09958.png,gaudi_casa_batllo_barcelona,test,7,source
09886.png,berlin_cathedral,test,5,source
08188.png,gaudi_casa_batllo_barcelona,val,7,source
05077_aug_0.png,hagia_sophia,train,6,source
07821.png,petronas_towers,val,1,source
00932_aug_0.png,rialto_bridge,train,2,source
08026.png,berlin_cathedral,val,5,source
00323_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09313.png,museu_nacional_dart_de_catalunya,test,3,source
06138_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
01596_aug_0.png,berlin_cathedral,train,5,source
09543.png,museu_nacional_dart_de_catalunya,test,3,source
02236_aug_0.png,berlin_cathedral,train,5,source
09640.png,colosseum,test,0,source
05001_aug_0.png,petronas_towers,train,1,source
04618_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07023.png,museu_nacional_dart_de_catalunya,val,3,source
05976_aug_0.png,berlin_cathedral,train,5,source
03808_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
01976_aug_0.png,berlin_cathedral,train,5,source
08542.png,rialto_bridge,test,2,source
02828_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
01507_aug_0.png,hagia_sophia,train,6,source
09479.png,st_stephen_cathedral_vienna,test,4,source
05438_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02491_aug_0.png,petronas_towers,train,1,source
08608.png,gaudi_casa_batllo_barcelona,test,7,source
09381.png,petronas_towers,test,1,source
03579_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02876_aug_0.png,berlin_cathedral,train,5,source
07447.png,hagia_sophia,val,6,source
07817.png,hagia_sophia,val,6,source
09420.png,colosseum,test,0,source
00027_aug_0.png,hagia_sophia,train,6,source
07571.png,petronas_towers,val,1,source
00089_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04343_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09653.png,museu_nacional_dart_de_catalunya,test,3,source
09082.png,rialto_bridge,test,2,source
04422_aug_0.png,rialto_bridge,train,2,source
05820_aug_0.png,colosseum,train,0,source
00663_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07449.png,st_stephen_cathedral_vienna,val,4,source
07481.png,petronas_towers,val,1,source
04710_aug_0.png,colosseum,train,0,source
06867_aug_0.png,hagia_sophia,train,6,source
08242.png,rialto_bridge,val,2,source
02253_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07107.png,hagia_sophia,val,6,source
09260.png,colosseum,test,0,source
00761_aug_0.png,petronas_towers,train,1,source
03740_aug_0.png,colosseum,train,0,source
07527.png,hagia_sophia,val,6,source
09410.png,colosseum,test,0,source
07253.png,museu_nacional_dart_de_catalunya,val,3,source
08228.png,gaudi_casa_batllo_barcelona,val,7,source
05233_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09651.png,petronas_towers,test,1,source
08372.png,rialto_bridge,val,2,source
04521_aug_0.png,petronas_towers,train,1,source
01873_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09971.png,petronas_towers,test,1,source
07489.png,st_stephen_cathedral_vienna,val,4,source
06981_aug_0.png,petronas_towers,train,1,source
04291_aug_0.png,petronas_towers,train,1,source
09146.png,berlin_cathedral,test,5,source
07907.png,hagia_sophia,val,6,source
07067.png,hagia_sophia,val,6,source
05232_aug_0.png,rialto_bridge,train,2,source
08306.png,berlin_cathedral,val,5,source
00997_aug_0.png,hagia_sophia,train,6,source
08648.png,gaudi_casa_batllo_barcelona,test,7,source
09148.png,gaudi_casa_batllo_barcelona,test,7,source
03921_aug_0.png,petronas_towers,train,1,source
09798.png,gaudi_casa_batllo_barcelona,test,7,source
